medio,fecha,titulo,autor,url,resumen,tags
Perú21,2025-01-15 13:47:00,Nicanor Boluarte: Estos son los fundamentos que anularon la prisión preventiva del hermano de Dina,,https://peru21.pe/politica/nicanor-boluarte-estos-son-los-fundamentos-que-anularon-prision-preventiva/,,
Perú21,2025-01-15 13:00:00,Corte Suprema evaluará este 28 apelación sobre ilegalidad de partido A.N.T.A.U.R.O.,,https://peru21.pe/politica/corte-suprema-evaluara-este-28-apelacion-sobre-ilegalidad-de-partido-antauro-antauro-humala/,,
Perú21,2025-01-15 11:36:00,Carlos Basombrío: Criminales festejan que Ejecutivo observe ley de detención preliminar,,https://peru21.pe/politica/carlos-basombrio-criminales-festejan-con-observacion-del-ejecutivo/,,
Perú21,2025-01-15 10:46:00,Buscarán convocar a Pleno extraordinario por ley de detención preliminar,,https://peru21.pe/politica/buscaran-convocar-pleno-extraordinario-por-ley-de-detencion-preliminar/,,
Perú21,2025-01-15 09:33:00,"Harvey Colchado asegura que hay un ""pacto"" entre Gobierno y Congreso",,https://peru21.pe/politica/harvey-colchado-asegura-que-hay-un-pacto-gobierno-congreso/,,
Perú21,2025-01-15 07:27:00,"Romy Chang sobre anulación del juicio oral del caso Cocteles: ""Era crónica de una muerte anunciada""",,https://peru21.pe/politica/romy-chang-habla-sobre-anulacion-del-juicio-oral-del-caso-cocteles/,,
Perú21,2025-01-15 07:00:00,Estas son las cortitas del miércoles 15 de enero de 2025,,https://peru21.pe/politica/estas-son-las-cortitas-del-miercoles-15-de-enero-de-2025-cortitas/,,
Perú21,2025-01-14 19:30:00,Poder Judicial anula orden de prisión preventiva de Nicanor Boluarte,,https://peru21.pe/politica/nicanor-boluarte-pj-anula-orden-de-prision-preventiva/,,
Perú21,2025-01-14 18:18:00,Abogado Luciano López: “He ganado el caso de Ricardo Briceño en la Corte Suprema”,,https://peru21.pe/politica/luciano-lopez-he-ganado-el-caso-de-ricardo-briceno-en-la-corte-suprema/,,
Perú21,2025-01-14 18:05:00,Presidenta Dina Boluarte no declarará ante la Fiscalía por caso 'cofre' presidencial,,https://peru21.pe/politica/presidenta-dina-boluarte-no-declarara-ante-la-fiscalia-por-caso-cofre-presidencial/,,
Perú21,2025-01-14 14:02:00,Se posterga debate de informe que plantea inhabilitar por 10 años a Martín Vizcarra,,https://peru21.pe/politica/se-posterga-debate-de-informe-que-plantea-inhabilitar-por-10-anos-martin-vizcarra/,,
Perú21,2025-01-14 11:59:00,Las observaciones del Ejecutivo a la ley de detención preliminar,,https://peru21.pe/politica/las-observaciones-del-ejecutivo-la-ley-de-detencion-preliminar-dina/,,
Perú21,2025-01-14 11:06:00,"Harvey Colchado: ""Un ministro que favorece la impunidad debilita la detención preliminar""",,https://peru21.pe/politica/harvey-colchado-un-ministro-que-favorece-la-impunidad-santivanez-boluarte/,,
Perú21,2025-01-14 09:59:00,"Dina Boluarte ""no tiene el deber de comunicar"" su cirugía, asegura su abogado",,https://peru21.pe/politica/dina-boluarte-no-tiene-el-deber-de-comunicar-su-operacion-portugal/,,
Perú21,2025-01-14 08:57:00,"Giulliana Loza: ""Por decoro el fiscal Pérez debería apartarse del caso""",,https://peru21.pe/politica/giulliana-loza-por-decoro-el-fiscal-perez-deberia-apartarse-cocteles/,,
Perú21,2025-01-14 08:01:00,Gobierno publica ley que modifica Ley Orgánica de Elecciones: Todos los detalles,,https://peru21.pe/politica/gobierno-publica-ley-que-modifica-ley-organica-de-elecciones-congreso/,,
Perú21,2025-01-14 06:37:00,Confirman nombramientos a dedo de subprefectos,,https://peru21.pe/politica/confirman-nombramientos-dedo-subprefectos-los-waykis-en-la-sombra/,,
Perú21,2025-01-14 06:34:00,Estas son las cortitas de hoy martes 14 de enero de 2025,,https://peru21.pe/politica/estas-son-las-cortitas-de-hoy-martes-14-de-enero-de-2025/,,
Perú21,2025-01-14 06:31:00,Gobierno se compromete a crear un frente de defensa policial en Pataz,,https://peru21.pe/politica/gobierno-se-compromete-crear-un-frente-de-defensa-policial-en-pataz/,,
Perú21,2025-01-14 06:30:00,Sala superior del Poder Judicial anula juicio oral del caso Cocteles por inconsistente,,https://peru21.pe/politica/sala-superior-del-poder-judicial-anula-juicio-oral-del-caso-cocteles-por-inconsistente-keiko-fujimori/,,
Perú21,2025-01-13 19:56:00,Caso Andrea Vidal: Juntan firmas para convocar a Pleno y votar censura contra Salhuana,,https://peru21.pe/politica/caso-andrea-vidal-juntan-firmas-para-convocar-pleno-y-votar-censura-contra-salhuana/,,
Perú21,2025-01-13 19:50:00,Congreso: No ha llegado la observación a la ley que restituye detención preliminar,,https://peru21.pe/politica/premier-gobierno-observo-la-ley-que-restituye-la-detencion-preliminar/,,
Perú21,2025-01-13 19:42:00,"Dina Boluarte entregará hoy 'pruebas' de operación por supuesta ""disfunción nasal""",,https://peru21.pe/politica/fiscalia-espera-hoy-la-presidenta-dina-boluarte-por-presunto-abandono-del-cargo/,,
Perú21,2025-01-13 19:10:00,Escándalo en el Poder Judicial: 'Mafia infiltrada' robó procesadores de computadoras por casi medio millón de soles,,https://peru21.pe/politica/escandalo-en-el-poder-judicial-mafia-infiltrada-robo-procesadores-de-computadoras-por-casi-medio-millon-de-soles/,,
Perú21,2025-01-13 18:03:00,"Dina Boluarte: ""No vamos a agachar la cabeza a ningún acoso politico""",,https://peru21.pe/politica/dina-boluarte-no-vamos-agachar-la-cabeza-ningun-acoso-politico/,,
Perú21,2025-01-13 17:53:00,Caso Cocteles: Poder Judicial anula juicio a Keiko Fujimori y otros,,https://peru21.pe/politica/hoy-se-reanuda-juicio-contra-keiko-fujimori-caso-cocteles-fp/,,
Perú21,2025-01-13 17:02:00,"Premier: En dos meses se iniciará, en Pataz, la construcción de un frente policial contra la minería ilegal",,https://peru21.pe/politica/se-iniciara-la-construccion-de-un-frente-policial-en-pataz-contra-mineria-ilegal/,,
Perú21,2025-01-13 16:49:00,Fiscalía confirma que prefectos y subprefectos de tres regiones fueron nombrados a dedo,,https://peru21.pe/politica/fiscalia-confirma-prefectos-subprefectos-tres-regiones-nombrados-dedo/,,
Perú21,2025-01-13 11:00:00,Exministro Jorge Chávez es denunciado por maltrato físico,,https://peru21.pe/politica/exministro-jorge-chavez-es-denunciado-por-maltrato-fisico-pnp/,,
Perú21,2025-01-13 10:54:00,Caso Nicanor Boluarte: Designan a su exjefe como agregado en España,,https://peru21.pe/politica/caso-nicanor-boluarte-designan-su-exjefe-como-agregado-en-espana/,,
Perú21,2025-01-13 10:33:00,Martín Riepl niega conocer al ministro Julio Demartini,,https://peru21.pe/politica/martin-riepl-niega-conocer-al-ministro-julio-demartini-qali-warma/,,
Perú21,2025-01-13 08:44:00,Caso Jerí: Comisión de Ética vería el lunes 20 la denuncia de presunta violación sexual,,https://peru21.pe/politica/caso-jeri-comision-de-etica-veria-el-lunes-20-la-denuncia-de-violacion-sexual/,,
Perú21,2025-01-13 08:31:00,Se reanuda juicio oral contra expresidente Martín Vizcarra,,https://peru21.pe/politica/inicia-juicio-contra-expresidente-martin-vizcarra-iccgsa-moquegua/,,
Perú21,2025-01-13 07:52:00,Julio Demartini asegura que conversará con Boluarte sobre su continuidad en el cargo,,https://peru21.pe/politica/julio-demartini-asegura-que-conversara-con-boluarte-renuncia/,,
Perú21,2025-01-13 06:57:00,Renovación Popular usó dinero público para publicitar obras de López Aliaga,,https://peru21.pe/politica/rafael-lopez-aliaga-renovacion-popular-uso-dinero-publico-para-publicitar-obras-de-lima/,,
Perú21,2025-01-13 06:55:00,Estas son las cortitas de hoy lunes 13 de enero de 2025,,https://peru21.pe/politica/estas-son-las-cortitas-de-hoy-lunes-13-de-enero-de-2025/,,
Perú21,2025-01-12 22:43:00,Nilo Burga: Exfuncionaria del MIDIS es copropietaria del hotel donde fue hallado muerto,,https://peru21.pe/politica/nilo-burga-exfuncionaria-del-midis-es-copropietaria-del-hotel-donde-fue-hallado-muerto/,,
Perú21,2025-01-12 20:54:00,Caso Andrea Vidal: Alejandro Soto irá a la Comisión de Fiscalización para responder por adenda de Isabel Cajo,,https://peru21.pe/politica/caso-andrea-vidal-alejandro-soto-ira-al-congreso-para-responder-por-isabel-cajo/,,
Perú21,2025-01-12 14:50:00,"Francis Allison: ""APP le da un apoyo absoluto al Gobierno"" de Dina Boluarte",,https://peru21.pe/politica/francis-allison-app-le-da-un-apoyo-absoluto-al-gobierno-de-dina-boluarte/,,
Perú21,2025-01-12 09:54:00,"Luis Nunes: “Si el Perú no se mira en el espejo de Venezuela, podemos repetir el mismo error acá”",,https://peru21.pe/politica/luis-nunes-si-el-peru-no-se-mira-en-el-espejo-de-venezuela-podemos-repetir-el-mismo-error-aca/,,
Perú21,2025-01-12 09:30:00,El caso Huilca y las fake news del LUM,,https://peru21.pe/politica/el-caso-huilca-y-las-fake-news-del-lum/,,
Perú21,2025-01-12 09:30:00,Buscando nuestra Machado,,https://peru21.pe/politica/buscando-nuestra-machado/,,
Perú21,2025-01-12 07:33:00,"El círculo de poder de la fiscal de la Nación, Delia Espinoza",,https://peru21.pe/politica/delia-espinoza-el-circulo-de-poder-de-la-fiscal-de-la-nacion/,,
Perú21,2025-01-12 00:00:00,Estas son las cortitas de hoy domingo 12 de enero de 2025,,https://peru21.pe/politica/estas-son-las-cortitas-de-hoy-domingo-12-de-enero-de-2025/,,
Perú21,2025-01-11 22:44:00,Fiscalía pide ampliar prisión preventiva de Betssy Chávez a 18 meses,,https://peru21.pe/politica/fiscalia-pide-ampliar-prision-preventiva-de-betssy-chavez-18-meses/,,
